date,group,index,category,sub-category
1/2/2025,102,121.7,Education,Secondary education
1/2/2025,103,114.8,Education,Post-secondary non-tertiary education
1/2/2025,104,114.7,Education,Tertiary education
1/2/2025,105,125.6,Education,Education not defined by level
1/2/2025,111,162.9,Restaurants & Accommodation,Food & beverage preparation services
1/2/2025,112,111.8,Restaurants & Accommodation,Accommodation services
1/2/2025,121,111.9,Miscellaneous Goods & Services,Insurance
1/2/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/2/2025,131,124.1,Other Services,Personal care
1/2/2025,132,173.7,Other Services,Other personal item
1/2/2025,133,132.8,Other Services,Social protection
1/2/2025,139,126.5,Other Services,Other services
1/3/2025,1,175.8,Food & Non-Alcoholic Beverages,Food away from home
1/3/2025,11,147.8,Food & Non-Alcoholic Beverages,Food at home
1/3/2025,12,129.2,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/3/2025,21,119.3,Alcohol & Tobacco,Alcoholic beverages
1/3/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/3/2025,31,96.2,Clothing & Footwear,Clothes
1/3/2025,32,80.2,Clothing & Footwear,Shoes
1/3/2025,41,135.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/3/2025,43,141.8,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/3/2025,44,141,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/3/2025,45,99.7,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/3/2025,51,132.8,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/3/2025,52,93.5,Furnishings & Household Equipment,Household textiles
1/3/2025,53,113.1,Furnishings & Household Equipment,Household appliances
1/3/2025,54,110.9,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/3/2025,55,116.9,Furnishings & Household Equipment,Tools & equipment for house & garden
1/3/2025,56,133,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/3/2025,61,123.4,Health,Medicines & health products
1/3/2025,62,162.5,Health,Outpatient care services
1/3/2025,63,126,Health,Inpatient care services
1/3/2025,64,126.8,Health,Others health services
1/3/2025,71,97.7,Transport,Purchase of vehicles
1/3/2025,72,128,Transport,Operation of personal transport equipment
1/3/2025,73,113.7,Transport,Passenger transport services
1/3/2025,74,105.2,Transport,Transport services of goods
1/3/2025,81,55.6,Communication,Information & communication equipment
1/3/2025,83,92.4,Communication,Information & communication services
1/3/2025,92,101.6,Recreation & Culture,Other recreational goods
1/3/2025,93,125.5,Recreation & Culture,Garden products & pets
1/3/2025,94,131.9,Recreation & Culture,Recreational services
1/3/2025,95,104.4,Recreation & Culture,Cultural goods
1/3/2025,96,129.3,Recreation & Culture,Cultural services
1/3/2025,97,124.4,Recreation & Culture,Newspapers & periodicals
1/3/2025,98,137.5,Recreation & Culture,Package holidays
1/3/2025,101,137.5,Education,Pre primary & primary education
1/3/2025,102,122.9,Education,Secondary education
1/3/2025,103,114.8,Education,Post-secondary non-tertiary education
1/3/2025,104,114.7,Education,Tertiary education
1/3/2025,105,125.6,Education,Education not defined by level
1/3/2025,111,163.1,Restaurants & Accommodation,Food & beverage preparation services
1/3/2025,112,110.5,Restaurants & Accommodation,Accommodation services
1/3/2025,121,111.9,Miscellaneous Goods & Services,Insurance
1/3/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/3/2025,131,124.1,Other Services,Personal care
1/3/2025,132,175.3,Other Services,Other personal item
1/3/2025,133,133.3,Other Services,Social protection
1/3/2025,139,126.5,Other Services,Other services
1/4/2025,1,176.3,Food & Non-Alcoholic Beverages,Food away from home
1/4/2025,11,147.3,Food & Non-Alcoholic Beverages,Food at home
1/4/2025,12,129.2,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/4/2025,21,119.4,Alcohol & Tobacco,Alcoholic beverages
1/4/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/4/2025,31,96.2,Clothing & Footwear,Clothes
1/4/2025,32,80.1,Clothing & Footwear,Shoes
1/4/2025,41,135.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/4/2025,43,143.4,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/4/2025,44,141,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/4/2025,45,99.7,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/4/2025,51,132.8,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/4/2025,52,93.3,Furnishings & Household Equipment,Household textiles
1/4/2025,53,112.9,Furnishings & Household Equipment,Household appliances
1/4/2025,54,110.7,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/4/2025,55,117,Furnishings & Household Equipment,Tools & equipment for house & garden
1/4/2025,56,133,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/4/2025,61,123.5,Health,Medicines & health products
1/4/2025,62,162.7,Health,Outpatient care services
1/4/2025,63,126,Health,Inpatient care services
1/4/2025,64,127.8,Health,Others health services
1/4/2025,71,97.5,Transport,Purchase of vehicles
1/4/2025,72,127.8,Transport,Operation of personal transport equipment
1/4/2025,73,114.8,Transport,Passenger transport services
1/4/2025,74,104.6,Transport,Transport services of goods
1/4/2025,81,55.5,Communication,Information & communication equipment
1/4/2025,83,93.4,Communication,Information & communication services
1/4/2025,92,101.7,Recreation & Culture,Other recreational goods
1/4/2025,93,125.8,Recreation & Culture,Garden products & pets
1/4/2025,94,132,Recreation & Culture,Recreational services
1/4/2025,95,104.4,Recreation & Culture,Cultural goods
1/4/2025,96,131,Recreation & Culture,Cultural services
1/4/2025,97,124.7,Recreation & Culture,Newspapers & periodicals
1/4/2025,98,138,Recreation & Culture,Package holidays
1/4/2025,101,138.1,Education,Pre primary & primary education
1/4/2025,102,123,Education,Secondary education
1/4/2025,103,114.8,Education,Post-secondary non-tertiary education
1/4/2025,104,114.7,Education,Tertiary education
1/4/2025,105,125.7,Education,Education not defined by level
1/4/2025,111,163.6,Restaurants & Accommodation,Food & beverage preparation services
1/4/2025,112,110.8,Restaurants & Accommodation,Accommodation services
1/4/2025,121,111.9,Miscellaneous Goods & Services,Insurance
1/4/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/4/2025,131,124.4,Other Services,Personal care
1/4/2025,132,184,Other Services,Other personal item
1/4/2025,133,134.1,Other Services,Social protection
1/4/2025,139,126.6,Other Services,Other services
1/5/2025,1,176.8,Food & Non-Alcoholic Beverages,Food away from home
1/5/2025,11,147.1,Food & Non-Alcoholic Beverages,Food at home
1/5/2025,12,129.5,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/5/2025,21,119.5,Alcohol & Tobacco,Alcoholic beverages
1/5/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/5/2025,31,96.2,Clothing & Footwear,Clothes
1/5/2025,32,80.1,Clothing & Footwear,Shoes
1/5/2025,41,136.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/5/2025,43,143.6,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/5/2025,44,141,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/5/2025,45,99.7,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/5/2025,51,132.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/5/2025,52,93.5,Furnishings & Household Equipment,Household textiles
1/5/2025,53,112.9,Furnishings & Household Equipment,Household appliances
1/5/2025,54,110.9,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/5/2025,55,117.2,Furnishings & Household Equipment,Tools & equipment for house & garden
1/5/2025,56,133.1,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/5/2025,61,123.6,Health,Medicines & health products
1/5/2025,62,163.3,Health,Outpatient care services
1/5/2025,63,126.7,Health,Inpatient care services
1/5/2025,64,127.8,Health,Others health services
1/5/2025,71,97.5,Transport,Purchase of vehicles
1/5/2025,72,127.6,Transport,Operation of personal transport equipment
1/5/2025,73,115.6,Transport,Passenger transport services
1/5/2025,74,105.3,Transport,Transport services of goods
1/5/2025,81,55.3,Communication,Information & communication equipment
1/5/2025,83,93.4,Communication,Information & communication services
1/5/2025,92,101.6,Recreation & Culture,Other recreational goods
1/5/2025,93,125.8,Recreation & Culture,Garden products & pets
1/5/2025,94,131.8,Recreation & Culture,Recreational services
1/5/2025,95,104.4,Recreation & Culture,Cultural goods
1/5/2025,96,131,Recreation & Culture,Cultural services
1/5/2025,97,124.8,Recreation & Culture,Newspapers & periodicals
1/5/2025,98,137.6,Recreation & Culture,Package holidays
1/5/2025,101,138.5,Education,Pre primary & primary education
1/5/2025,102,123,Education,Secondary education
1/5/2025,103,114.8,Education,Post-secondary non-tertiary education
1/5/2025,104,114.7,Education,Tertiary education
1/5/2025,105,126.6,Education,Education not defined by level
1/5/2025,111,164.3,Restaurants & Accommodation,Food & beverage preparation services
1/5/2025,112,111,Restaurants & Accommodation,Accommodation services
1/5/2025,121,111.9,Miscellaneous Goods & Services,Insurance
1/5/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/5/2025,131,124.2,Other Services,Personal care
1/5/2025,132,184.5,Other Services,Other personal item
1/5/2025,133,135,Other Services,Social protection
1/5/2025,139,126.6,Other Services,Other services
1/6/2025,1,177.3,Food & Non-Alcoholic Beverages,Food away from home
1/6/2025,11,147.2,Food & Non-Alcoholic Beverages,Food at home
1/6/2025,12,129.5,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/6/2025,21,119.6,Alcohol & Tobacco,Alcoholic beverages
1/6/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/6/2025,31,96.2,Clothing & Footwear,Clothes
1/6/2025,32,80,Clothing & Footwear,Shoes
1/6/2025,41,136.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/6/2025,43,143.6,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/6/2025,44,141,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/6/2025,45,99.7,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/6/2025,51,132.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/6/2025,52,93.5,Furnishings & Household Equipment,Household textiles
1/6/2025,53,113,Furnishings & Household Equipment,Household appliances
1/6/2025,54,111,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/6/2025,55,117.2,Furnishings & Household Equipment,Tools & equipment for house & garden
1/6/2025,56,133.1,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/6/2025,61,123.6,Health,Medicines & health products
1/6/2025,62,163.6,Health,Outpatient care services
1/6/2025,63,126.7,Health,Inpatient care services
1/6/2025,64,127.8,Health,Others health services
1/6/2025,71,97.5,Transport,Purchase of vehicles
1/6/2025,72,127.7,Transport,Operation of personal transport equipment
1/6/2025,73,116.8,Transport,Passenger transport services
1/6/2025,74,105.3,Transport,Transport services of goods
1/6/2025,81,55,Communication,Information & communication equipment
1/6/2025,83,93.3,Communication,Information & communication services
1/6/2025,92,101.6,Recreation & Culture,Other recreational goods
1/6/2025,93,125.9,Recreation & Culture,Garden products & pets
1/6/2025,94,131.9,Recreation & Culture,Recreational services
1/6/2025,95,104.4,Recreation & Culture,Cultural goods
1/6/2025,96,131.4,Recreation & Culture,Cultural services
1/6/2025,97,124.7,Recreation & Culture,Newspapers & periodicals
1/6/2025,98,138,Recreation & Culture,Package holidays
1/6/2025,101,138.9,Education,Pre primary & primary education
1/6/2025,102,123,Education,Secondary education
1/6/2025,103,114.8,Education,Post-secondary non-tertiary education
1/6/2025,104,114.7,Education,Tertiary education
1/6/2025,105,126.8,Education,Education not defined by level
1/6/2025,111,164.6,Restaurants & Accommodation,Food & beverage preparation services
1/6/2025,112,110.6,Restaurants & Accommodation,Accommodation services
1/6/2025,121,111.9,Miscellaneous Goods & Services,Insurance
1/6/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/6/2025,131,124.3,Other Services,Personal care
1/6/2025,132,186.5,Other Services,Other personal item
1/6/2025,133,135.3,Other Services,Social protection
1/6/2025,139,126.7,Other Services,Other services
1/7/2025,1,177.8,Food & Non-Alcoholic Beverages,Food away from home
1/7/2025,11,146.7,Food & Non-Alcoholic Beverages,Food at home
1/7/2025,12,129.6,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/7/2025,21,120,Alcohol & Tobacco,Alcoholic beverages
1/7/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/7/2025,31,96.2,Clothing & Footwear,Clothes
1/7/2025,32,79.9,Clothing & Footwear,Shoes
1/7/2025,41,136.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/7/2025,43,143.7,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/7/2025,44,141,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/7/2025,45,96.3,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/7/2025,51,133.6,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/7/2025,52,93.6,Furnishings & Household Equipment,Household textiles
1/7/2025,53,112.9,Furnishings & Household Equipment,Household appliances
1/7/2025,54,110.9,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/7/2025,55,117.9,Furnishings & Household Equipment,Tools & equipment for house & garden
1/7/2025,56,132.8,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/7/2025,61,123.8,Health,Medicines & health products
1/7/2025,62,164.3,Health,Outpatient care services
1/7/2025,63,126.7,Health,Inpatient care services
1/7/2025,64,127.8,Health,Others health services
1/7/2025,71,97.5,Transport,Purchase of vehicles
1/7/2025,72,128,Transport,Operation of personal transport equipment
1/7/2025,73,118,Transport,Passenger transport services
1/7/2025,74,105.3,Transport,Transport services of goods
1/7/2025,81,54.9,Communication,Information & communication equipment
1/7/2025,83,92.4,Communication,Information & communication services
1/7/2025,92,101.6,Recreation & Culture,Other recreational goods
1/7/2025,93,125.6,Recreation & Culture,Garden products & pets
1/7/2025,94,131.9,Recreation & Culture,Recreational services
1/7/2025,95,104.4,Recreation & Culture,Cultural goods
1/7/2025,96,131.3,Recreation & Culture,Cultural services
1/7/2025,97,125,Recreation & Culture,Newspapers & periodicals
1/7/2025,98,138.3,Recreation & Culture,Package holidays
1/7/2025,101,139.3,Education,Pre primary & primary education
1/7/2025,102,123.2,Education,Secondary education
1/7/2025,103,114.8,Education,Post-secondary non-tertiary education
1/7/2025,104,114.8,Education,Tertiary education
1/7/2025,105,126.9,Education,Education not defined by level
1/7/2025,111,165.8,Restaurants & Accommodation,Food & beverage preparation services
1/7/2025,112,111.6,Restaurants & Accommodation,Accommodation services
1/7/2025,121,117.3,Miscellaneous Goods & Services,Insurance
1/7/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/7/2025,131,124.3,Other Services,Personal care
1/7/2025,132,186.4,Other Services,Other personal item
1/7/2025,133,135.5,Other Services,Social protection
1/7/2025,139,126.8,Other Services,Other services
1/8/2025,1,178.2,Food & Non-Alcoholic Beverages,Food away from home
1/8/2025,11,146.7,Food & Non-Alcoholic Beverages,Food at home
1/8/2025,12,129.8,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/8/2025,21,120.1,Alcohol & Tobacco,Alcoholic beverages
1/8/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/8/2025,31,96.1,Clothing & Footwear,Clothes
1/8/2025,32,80.1,Clothing & Footwear,Shoes
1/8/2025,41,136.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/8/2025,43,143.9,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/8/2025,44,143.9,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/8/2025,45,95.2,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/8/2025,51,133.8,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/8/2025,52,93.6,Furnishings & Household Equipment,Household textiles
1/8/2025,53,112.9,Furnishings & Household Equipment,Household appliances
1/8/2025,54,110.8,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/8/2025,55,118.1,Furnishings & Household Equipment,Tools & equipment for house & garden
1/8/2025,56,133,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/8/2025,61,123.9,Health,Medicines & health products
1/8/2025,62,164.9,Health,Outpatient care services
1/8/2025,63,126.7,Health,Inpatient care services
1/8/2025,64,127.8,Health,Others health services
1/8/2025,71,97.4,Transport,Purchase of vehicles
1/8/2025,72,128.1,Transport,Operation of personal transport equipment
1/8/2025,73,116.8,Transport,Passenger transport services
1/8/2025,74,105.3,Transport,Transport services of goods
1/8/2025,81,54.7,Communication,Information & communication equipment
1/8/2025,83,93.3,Communication,Information & communication services
1/8/2025,92,101.6,Recreation & Culture,Other recreational goods
1/8/2025,93,125.5,Recreation & Culture,Garden products & pets
1/8/2025,94,132.5,Recreation & Culture,Recreational services
1/8/2025,95,104.4,Recreation & Culture,Cultural goods
1/8/2025,96,131.9,Recreation & Culture,Cultural services
1/8/2025,97,125.2,Recreation & Culture,Newspapers & periodicals
1/8/2025,98,138.4,Recreation & Culture,Package holidays
1/8/2025,101,139.7,Education,Pre primary & primary education
1/8/2025,102,123.2,Education,Secondary education
1/8/2025,103,114.8,Education,Post-secondary non-tertiary education
1/8/2025,104,114.8,Education,Tertiary education
1/8/2025,105,126.9,Education,Education not defined by level
1/8/2025,111,166.2,Restaurants & Accommodation,Food & beverage preparation services
1/8/2025,112,112.6,Restaurants & Accommodation,Accommodation services
1/8/2025,121,117.5,Miscellaneous Goods & Services,Insurance
1/8/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/8/2025,131,124.5,Other Services,Personal care
1/8/2025,132,187.2,Other Services,Other personal item
1/8/2025,133,135.6,Other Services,Social protection
1/8/2025,139,126.9,Other Services,Other services
1/9/2025,1,178.4,Food & Non-Alcoholic Beverages,Food away from home
1/9/2025,11,147,Food & Non-Alcoholic Beverages,Food at home
1/9/2025,12,129.8,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/9/2025,21,120.1,Alcohol & Tobacco,Alcoholic beverages
1/9/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/9/2025,31,96.1,Clothing & Footwear,Clothes
1/9/2025,32,79.9,Clothing & Footwear,Shoes
1/9/2025,41,136.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/9/2025,43,144,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/9/2025,44,149.4,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/9/2025,45,95.5,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/9/2025,51,133.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/9/2025,52,93.4,Furnishings & Household Equipment,Household textiles
1/9/2025,53,112.9,Furnishings & Household Equipment,Household appliances
1/9/2025,54,110.8,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/9/2025,55,118.1,Furnishings & Household Equipment,Tools & equipment for house & garden
1/9/2025,56,132.9,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/9/2025,61,124,Health,Medicines & health products
1/9/2025,62,165.1,Health,Outpatient care services
1/9/2025,63,126.7,Health,Inpatient care services
1/9/2025,64,127.8,Health,Others health services
1/9/2025,71,97.4,Transport,Purchase of vehicles
1/9/2025,72,128.2,Transport,Operation of personal transport equipment
1/9/2025,73,117.8,Transport,Passenger transport services
1/9/2025,74,105.5,Transport,Transport services of goods
1/9/2025,81,54.5,Communication,Information & communication equipment
1/9/2025,83,94.7,Communication,Information & communication services
1/9/2025,92,101.7,Recreation & Culture,Other recreational goods
1/9/2025,93,125.5,Recreation & Culture,Garden products & pets
1/9/2025,94,132.6,Recreation & Culture,Recreational services
1/9/2025,95,104.4,Recreation & Culture,Cultural goods
1/9/2025,96,131.9,Recreation & Culture,Cultural services
1/9/2025,97,125,Recreation & Culture,Newspapers & periodicals
1/9/2025,98,138.3,Recreation & Culture,Package holidays
1/9/2025,101,139.7,Education,Pre primary & primary education
1/9/2025,102,123.3,Education,Secondary education
1/9/2025,103,114.8,Education,Post-secondary non-tertiary education
1/9/2025,104,114.8,Education,Tertiary education
1/9/2025,105,127,Education,Education not defined by level
1/9/2025,111,166.4,Restaurants & Accommodation,Food & beverage preparation services
1/9/2025,112,111.7,Restaurants & Accommodation,Accommodation services
1/9/2025,121,117.5,Miscellaneous Goods & Services,Insurance
1/9/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/9/2025,131,124.6,Other Services,Personal care
1/9/2025,132,192.7,Other Services,Other personal item
1/9/2025,133,135.6,Other Services,Social protection
1/9/2025,139,126.9,Other Services,Other services
1/10/2025,1,178.9,Food & Non-Alcoholic Beverages,Food away from home
1/10/2025,11,147.2,Food & Non-Alcoholic Beverages,Food at home
1/10/2025,12,129.9,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/10/2025,21,120.1,Alcohol & Tobacco,Alcoholic beverages
1/10/2025,23,184.5,Alcohol & Tobacco,Tobacco
1/10/2025,31,96.1,Clothing & Footwear,Clothes
1/10/2025,32,79.9,Clothing & Footwear,Shoes
1/10/2025,41,136.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/10/2025,43,145,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/10/2025,44,149.4,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/10/2025,45,91.3,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/10/2025,51,133.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/10/2025,52,93.2,Furnishings & Household Equipment,Household textiles
1/10/2025,53,113,Furnishings & Household Equipment,Household appliances
1/10/2025,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/10/2025,55,118.2,Furnishings & Household Equipment,Tools & equipment for house & garden
1/10/2025,56,132.8,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/10/2025,61,124.3,Health,Medicines & health products
1/10/2025,62,165.4,Health,Outpatient care services
1/10/2025,63,126.7,Health,Inpatient care services
1/10/2025,64,128.1,Health,Others health services
1/10/2025,71,97.2,Transport,Purchase of vehicles
1/10/2025,72,126.6,Transport,Operation of personal transport equipment
1/10/2025,73,119.5,Transport,Passenger transport services
1/10/2025,74,105.5,Transport,Transport services of goods
1/10/2025,81,54.4,Communication,Information & communication equipment
1/10/2025,83,94.7,Communication,Information & communication services
1/10/2025,92,101.6,Recreation & Culture,Other recreational goods
1/10/2025,93,125.7,Recreation & Culture,Garden products & pets
1/10/2025,94,132.7,Recreation & Culture,Recreational services
1/10/2025,95,104.6,Recreation & Culture,Cultural goods
1/10/2025,96,132.3,Recreation & Culture,Cultural services
1/10/2025,97,124.9,Recreation & Culture,Newspapers & periodicals
1/10/2025,98,138.3,Recreation & Culture,Package holidays
1/10/2025,101,140.2,Education,Pre primary & primary education
1/10/2025,102,123.4,Education,Secondary education
1/10/2025,103,114.8,Education,Post-secondary non-tertiary education
1/10/2025,104,114.8,Education,Tertiary education
1/10/2025,105,127.2,Education,Education not defined by level
1/10/2025,111,166.7,Restaurants & Accommodation,Food & beverage preparation services
1/10/2025,112,111.8,Restaurants & Accommodation,Accommodation services
1/10/2025,121,117.5,Miscellaneous Goods & Services,Insurance
1/10/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/10/2025,131,124.5,Other Services,Personal care
1/10/2025,132,204.5,Other Services,Other personal item
1/10/2025,133,135.6,Other Services,Social protection
1/10/2025,139,126.9,Other Services,Other services
1/11/2025,1,178.8,Food & Non-Alcoholic Beverages,Food away from home
1/11/2025,11,147.3,Food & Non-Alcoholic Beverages,Food at home
1/11/2025,12,130.2,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/11/2025,21,120.3,Alcohol & Tobacco,Alcoholic beverages
1/11/2025,23,191,Alcohol & Tobacco,Tobacco
1/11/2025,31,96.2,Clothing & Footwear,Clothes
1/11/2025,32,79.7,Clothing & Footwear,Shoes
1/11/2025,41,137.2,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/11/2025,43,145,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/11/2025,44,148.8,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/11/2025,45,89.4,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/11/2025,51,133.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/11/2025,52,93.2,Furnishings & Household Equipment,Household textiles
1/11/2025,53,112.7,Furnishings & Household Equipment,Household appliances
1/11/2025,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/11/2025,55,118.2,Furnishings & Household Equipment,Tools & equipment for house & garden
1/11/2025,56,133,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/11/2025,61,124.3,Health,Medicines & health products
1/11/2025,62,165.6,Health,Outpatient care services
1/11/2025,63,126.7,Health,Inpatient care services
1/11/2025,64,128.1,Health,Others health services
1/11/2025,71,97.1,Transport,Purchase of vehicles
1/11/2025,72,126.8,Transport,Operation of personal transport equipment
1/11/2025,73,117.9,Transport,Passenger transport services
1/11/2025,74,105.5,Transport,Transport services of goods
1/11/2025,81,54.3,Communication,Information & communication equipment
1/11/2025,83,93.3,Communication,Information & communication services
1/11/2025,92,101.7,Recreation & Culture,Other recreational goods
1/11/2025,93,125.6,Recreation & Culture,Garden products & pets
1/11/2025,94,132.8,Recreation & Culture,Recreational services
1/11/2025,95,104.3,Recreation & Culture,Cultural goods
1/11/2025,96,132.9,Recreation & Culture,Cultural services
1/11/2025,97,125.1,Recreation & Culture,Newspapers & periodicals
1/11/2025,98,138.2,Recreation & Culture,Package holidays
1/11/2025,101,140.3,Education,Pre primary & primary education
1/11/2025,102,123.4,Education,Secondary education
1/11/2025,103,114.8,Education,Post-secondary non-tertiary education
1/11/2025,104,114.8,Education,Tertiary education
1/11/2025,105,127.9,Education,Education not defined by level
1/11/2025,111,166.9,Restaurants & Accommodation,Food & beverage preparation services
1/11/2025,112,112.2,Restaurants & Accommodation,Accommodation services
1/11/2025,121,117.5,Miscellaneous Goods & Services,Insurance
1/11/2025,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/11/2025,131,124.5,Other Services,Personal care
1/11/2025,132,205.1,Other Services,Other personal item
1/11/2025,133,135.6,Other Services,Social protection
1/11/2025,139,127.5,Other Services,Other services
1/12/2025,1,178.9,Food & Non-Alcoholic Beverages,Food away from home
1/12/2025,11,148.6,Food & Non-Alcoholic Beverages,Food at home
1/12/2025,12,129.9,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/12/2025,21,120.4,Alcohol & Tobacco,Alcoholic beverages
1/12/2025,23,191,Alcohol & Tobacco,Tobacco
1/12/2025,31,96.2,Clothing & Footwear,Clothes
1/12/2025,32,79.6,Clothing & Footwear,Shoes
1/12/2025,41,137.2,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
