date,group,index,category,sub-category
1/8/2023,61,121.6,Health,Medicines & health products
1/8/2023,62,155.8,Health,Outpatient care services
1/8/2023,63,122.7,Health,Inpatient care services
1/8/2023,64,119.3,Health,Others health services
1/8/2023,71,96.8,Transport,Purchase of vehicles
1/8/2023,72,125.4,Transport,Operation of personal transport equipment
1/8/2023,73,119.8,Transport,Passenger transport services
1/8/2023,74,,Transport,Transport services of goods
1/8/2023,81,57.8,Communication,Information & communication equipment
1/8/2023,83,98.2,Communication,Information & communication services
1/8/2023,92,101.5,Recreation & Culture,Other recreational goods
1/8/2023,93,124.8,Recreation & Culture,Garden products & pets
1/8/2023,94,126.4,Recreation & Culture,Recreational services
1/8/2023,95,103.2,Recreation & Culture,Cultural goods
1/8/2023,96,128.8,Recreation & Culture,Cultural services
1/8/2023,97,122.1,Recreation & Culture,Newspapers & periodicals
1/8/2023,98,132.9,Recreation & Culture,Package holidays
1/8/2023,101,131.3,Education,Pre primary & primary education
1/8/2023,102,121.2,Education,Secondary education
1/8/2023,103,114.5,Education,Post-secondary non-tertiary education
1/8/2023,104,115.2,Education,Tertiary education
1/8/2023,105,123.8,Education,Education not defined by level
1/8/2023,111,153.7,Restaurants & Accommodation,Food & beverage preparation services
1/8/2023,112,110.6,Restaurants & Accommodation,Accommodation services
1/8/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/8/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/8/2023,131,122,Other Services,Personal care
1/8/2023,132,146.7,Other Services,Other personal item
1/8/2023,133,131.6,Other Services,Social protection
1/8/2023,139,122.7,Other Services,Other services
1/9/2023,1,166.3,Food & Non-Alcoholic Beverages,Food away from home
1/9/2023,11,146.4,Food & Non-Alcoholic Beverages,Food at home
1/9/2023,12,121.6,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/9/2023,21,117,Alcohol & Tobacco,Alcoholic beverages
1/9/2023,23,184.5,Alcohol & Tobacco,Tobacco
1/9/2023,31,96.4,Clothing & Footwear,Clothes
1/9/2023,32,80.8,Clothing & Footwear,Shoes
1/9/2023,41,132,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/9/2023,43,136.6,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/9/2023,44,108,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/9/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/9/2023,51,132,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/9/2023,52,93.5,Furnishings & Household Equipment,Household textiles
1/9/2023,53,113.5,Furnishings & Household Equipment,Household appliances
1/9/2023,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/9/2023,55,114.3,Furnishings & Household Equipment,Tools & equipment for house & garden
1/9/2023,56,131.7,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/9/2023,61,121.4,Health,Medicines & health products
1/9/2023,62,156.1,Health,Outpatient care services
1/9/2023,63,122.7,Health,Inpatient care services
1/9/2023,64,119.3,Health,Others health services
1/9/2023,71,96.8,Transport,Purchase of vehicles
1/9/2023,72,125.5,Transport,Operation of personal transport equipment
1/9/2023,73,118.1,Transport,Passenger transport services
1/9/2023,74,,Transport,Transport services of goods
1/9/2023,81,57.8,Communication,Information & communication equipment
1/9/2023,83,98.2,Communication,Information & communication services
1/9/2023,92,100.8,Recreation & Culture,Other recreational goods
1/9/2023,93,124.9,Recreation & Culture,Garden products & pets
1/9/2023,94,126,Recreation & Culture,Recreational services
1/9/2023,95,103.5,Recreation & Culture,Cultural goods
1/9/2023,96,128.9,Recreation & Culture,Cultural services
1/9/2023,97,122.2,Recreation & Culture,Newspapers & periodicals
1/9/2023,98,132.9,Recreation & Culture,Package holidays
1/9/2023,101,131.3,Education,Pre primary & primary education
1/9/2023,102,121.2,Education,Secondary education
1/9/2023,103,114.5,Education,Post-secondary non-tertiary education
1/9/2023,104,115.2,Education,Tertiary education
1/9/2023,105,123.9,Education,Education not defined by level
1/9/2023,111,154.1,Restaurants & Accommodation,Food & beverage preparation services
1/9/2023,112,110.3,Restaurants & Accommodation,Accommodation services
1/9/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/9/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/9/2023,131,122.1,Other Services,Personal care
1/9/2023,132,147.3,Other Services,Other personal item
1/9/2023,133,131.6,Other Services,Social protection
1/9/2023,139,122.9,Other Services,Other services
1/10/2023,1,167,Food & Non-Alcoholic Beverages,Food away from home
1/10/2023,11,146.3,Food & Non-Alcoholic Beverages,Food at home
1/10/2023,12,121.9,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/10/2023,21,117,Alcohol & Tobacco,Alcoholic beverages
1/10/2023,23,184.5,Alcohol & Tobacco,Tobacco
1/10/2023,31,96.4,Clothing & Footwear,Clothes
1/10/2023,32,80.7,Clothing & Footwear,Shoes
1/10/2023,41,132,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/10/2023,43,136.6,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/10/2023,44,108,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/10/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/10/2023,51,131.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/10/2023,52,93.4,Furnishings & Household Equipment,Household textiles
1/10/2023,53,113.4,Furnishings & Household Equipment,Household appliances
1/10/2023,54,110.5,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/10/2023,55,114.7,Furnishings & Household Equipment,Tools & equipment for house & garden
1/10/2023,56,132,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/10/2023,61,121.4,Health,Medicines & health products
1/10/2023,62,156.8,Health,Outpatient care services
1/10/2023,63,124.4,Health,Inpatient care services
1/10/2023,64,119.3,Health,Others health services
1/10/2023,71,96.8,Transport,Purchase of vehicles
1/10/2023,72,125.8,Transport,Operation of personal transport equipment
1/10/2023,73,116.5,Transport,Passenger transport services
1/10/2023,74,,Transport,Transport services of goods
1/10/2023,81,57.7,Communication,Information & communication equipment
1/10/2023,83,98.2,Communication,Information & communication services
1/10/2023,92,101.2,Recreation & Culture,Other recreational goods
1/10/2023,93,125,Recreation & Culture,Garden products & pets
1/10/2023,94,126.1,Recreation & Culture,Recreational services
1/10/2023,95,103.5,Recreation & Culture,Cultural goods
1/10/2023,96,129.1,Recreation & Culture,Cultural services
1/10/2023,97,122.3,Recreation & Culture,Newspapers & periodicals
1/10/2023,98,133,Recreation & Culture,Package holidays
1/10/2023,101,131.6,Education,Pre primary & primary education
1/10/2023,102,121.2,Education,Secondary education
1/10/2023,103,114.5,Education,Post-secondary non-tertiary education
1/10/2023,104,115.2,Education,Tertiary education
1/10/2023,105,123.9,Education,Education not defined by level
1/10/2023,111,154.9,Restaurants & Accommodation,Food & beverage preparation services
1/10/2023,112,110.3,Restaurants & Accommodation,Accommodation services
1/10/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/10/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/10/2023,131,122.3,Other Services,Personal care
1/10/2023,132,146.6,Other Services,Other personal item
1/10/2023,133,131.6,Other Services,Social protection
1/10/2023,139,122.9,Other Services,Other services
1/11/2023,1,166,Food & Non-Alcoholic Beverages,Food away from home
1/11/2023,11,146.2,Food & Non-Alcoholic Beverages,Food at home
1/11/2023,12,122.2,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/11/2023,21,117.2,Alcohol & Tobacco,Alcoholic beverages
1/11/2023,23,184.5,Alcohol & Tobacco,Tobacco
1/11/2023,31,96.4,Clothing & Footwear,Clothes
1/11/2023,32,80.9,Clothing & Footwear,Shoes
1/11/2023,41,132.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/11/2023,43,136.7,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/11/2023,44,108,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/11/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/11/2023,51,131.8,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/11/2023,52,93.1,Furnishings & Household Equipment,Household textiles
1/11/2023,53,113.4,Furnishings & Household Equipment,Household appliances
1/11/2023,54,110.5,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/11/2023,55,114.9,Furnishings & Household Equipment,Tools & equipment for house & garden
1/11/2023,56,132.3,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/11/2023,61,121.8,Health,Medicines & health products
1/11/2023,62,157.1,Health,Outpatient care services
1/11/2023,63,124.4,Health,Inpatient care services
1/11/2023,64,119.3,Health,Others health services
1/11/2023,71,96.8,Transport,Purchase of vehicles
1/11/2023,72,125.9,Transport,Operation of personal transport equipment
1/11/2023,73,117.6,Transport,Passenger transport services
1/11/2023,74,,Transport,Transport services of goods
1/11/2023,81,57.8,Communication,Information & communication equipment
1/11/2023,83,98.2,Communication,Information & communication services
1/11/2023,92,101.1,Recreation & Culture,Other recreational goods
1/11/2023,93,125,Recreation & Culture,Garden products & pets
1/11/2023,94,126.3,Recreation & Culture,Recreational services
1/11/2023,95,103.6,Recreation & Culture,Cultural goods
1/11/2023,96,129.2,Recreation & Culture,Cultural services
1/11/2023,97,122.3,Recreation & Culture,Newspapers & periodicals
1/11/2023,98,133,Recreation & Culture,Package holidays
1/11/2023,101,131.6,Education,Pre primary & primary education
1/11/2023,102,121.4,Education,Secondary education
1/11/2023,103,114.5,Education,Post-secondary non-tertiary education
1/11/2023,104,115.2,Education,Tertiary education
1/11/2023,105,123.9,Education,Education not defined by level
1/11/2023,111,155.3,Restaurants & Accommodation,Food & beverage preparation services
1/11/2023,112,109.8,Restaurants & Accommodation,Accommodation services
1/11/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/11/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/11/2023,131,122.4,Other Services,Personal care
1/11/2023,132,149.6,Other Services,Other personal item
1/11/2023,133,131.6,Other Services,Social protection
1/11/2023,139,122.9,Other Services,Other services
1/12/2023,1,166.2,Food & Non-Alcoholic Beverages,Food away from home
1/12/2023,11,146.8,Food & Non-Alcoholic Beverages,Food at home
1/12/2023,12,122.3,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/12/2023,21,116.8,Alcohol & Tobacco,Alcoholic beverages
1/12/2023,23,184.5,Alcohol & Tobacco,Tobacco
1/12/2023,31,96.4,Clothing & Footwear,Clothes
1/12/2023,32,80.8,Clothing & Footwear,Shoes
1/12/2023,41,132.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/12/2023,43,136.7,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/12/2023,44,108,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/12/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/12/2023,51,131.8,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/12/2023,52,93.1,Furnishings & Household Equipment,Household textiles
1/12/2023,53,113.2,Furnishings & Household Equipment,Household appliances
1/12/2023,54,110.5,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/12/2023,55,114.6,Furnishings & Household Equipment,Tools & equipment for house & garden
1/12/2023,56,132.3,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/12/2023,61,122,Health,Medicines & health products
1/12/2023,62,157.2,Health,Outpatient care services
1/12/2023,63,124.4,Health,Inpatient care services
1/12/2023,64,120.3,Health,Others health services
1/12/2023,71,97,Transport,Purchase of vehicles
1/12/2023,72,125.9,Transport,Operation of personal transport equipment
1/12/2023,73,123.4,Transport,Passenger transport services
1/12/2023,74,,Transport,Transport services of goods
1/12/2023,81,57.6,Communication,Information & communication equipment
1/12/2023,83,98.2,Communication,Information & communication services
1/12/2023,92,101,Recreation & Culture,Other recreational goods
1/12/2023,93,125.1,Recreation & Culture,Garden products & pets
1/12/2023,94,127.3,Recreation & Culture,Recreational services
1/12/2023,95,103.6,Recreation & Culture,Cultural goods
1/12/2023,96,129.4,Recreation & Culture,Cultural services
1/12/2023,97,122.3,Recreation & Culture,Newspapers & periodicals
1/12/2023,98,133,Recreation & Culture,Package holidays
1/12/2023,101,131.6,Education,Pre primary & primary education
1/12/2023,102,121.4,Education,Secondary education
1/12/2023,103,114.5,Education,Post-secondary non-tertiary education
1/12/2023,104,115.2,Education,Tertiary education
1/12/2023,105,123.9,Education,Education not defined by level
1/12/2023,111,155.5,Restaurants & Accommodation,Food & beverage preparation services
1/12/2023,112,110.2,Restaurants & Accommodation,Accommodation services
1/12/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/12/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/12/2023,131,122.3,Other Services,Personal care
1/12/2023,132,151.7,Other Services,Other personal item
1/12/2023,133,131.6,Other Services,Social protection
1/12/2023,139,123,Other Services,Other services
1/1/2024,1,166.8,Food & Non-Alcoholic Beverages,Food away from home
1/1/2024,11,147.2,Food & Non-Alcoholic Beverages,Food at home
1/1/2024,12,122.5,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/1/2024,21,116.7,Alcohol & Tobacco,Alcoholic beverages
1/1/2024,23,184.5,Alcohol & Tobacco,Tobacco
1/1/2024,31,96.3,Clothing & Footwear,Clothes
1/1/2024,32,80.7,Clothing & Footwear,Shoes
1/1/2024,41,132.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
